force_level_mvc,selection_strategy,selection_seed,sample_size,fmin,fmax,isicv,normal_mean,dpn_mean,difference,wilcoxon_statistic,p_value,n_pairs,min_eligible_pool,median_eligible_pool,max_eligible_pool
50,seeded_random_10,20261047,10,5.0,15.0,0.3,11.764333333333331,11.538333333333334,-0.2260000000000003,512.5,0.2275496352091998,50,30,37.0,50
50,seeded_random_10,20261048,10,5.0,15.0,0.3,11.805666666666665,11.723666666666666,-0.08200000000000003,578.0,0.5657128680189023,50,30,37.0,50
50,seeded_random_10,20261049,10,5.0,15.0,0.3,11.765666666666666,11.642999999999999,-0.12266666666666687,524.0,0.27322205354608153,50,30,37.0,50
50,seeded_random_10,20261050,10,5.0,15.0,0.3,11.769,11.609666666666667,-0.15933333333333347,538.5,0.3392310387473009,50,30,37.0,50
50,seeded_random_10,20261051,10,5.0,15.0,0.3,11.858333333333333,11.588333333333333,-0.27000000000000013,483.5,0.13711232441818175,50,30,37.0,50
50,seeded_random_10,20261052,10,5.0,15.0,0.3,11.643333333333334,11.472666666666667,-0.17066666666666666,517.0,0.24471548853326297,50,30,37.0,50
50,seeded_random_10,20261053,10,5.0,15.0,0.3,11.830333333333334,11.565,-0.2653333333333336,489.0,0.1517092212089467,50,30,37.0,50
50,seeded_random_10,20261054,10,5.0,15.0,0.3,11.692666666666666,11.694333333333335,0.001666666666666643,610.5,0.794367765891971,50,30,37.0,50
50,seeded_random_10,20261055,10,5.0,15.0,0.3,11.758,11.603,-0.1549999999999997,533.0,0.31832456588976044,50,30,37.0,50
50,seeded_random_10,20261056,10,5.0,15.0,0.3,11.891333333333332,11.727000000000002,-0.1643333333333331,532.5,0.3107735793227454,50,30,37.0,50
50,seeded_random_10,20261057,10,5.0,15.0,0.3,11.775333333333332,11.667333333333334,-0.10799999999999958,516.5,0.2427687121943708,50,30,37.0,50
50,seeded_random_10,20261058,10,5.0,15.0,0.3,11.71166666666667,11.667666666666664,-0.0440000000000002,629.5,0.9384417868357546,50,30,37.0,50
50,seeded_random_10,20261059,10,5.0,15.0,0.3,11.616666666666665,11.701333333333334,0.08466666666666647,524.5,0.2753462863570282,50,30,37.0,50
50,seeded_random_10,20261060,10,5.0,15.0,0.3,11.759,11.58,-0.179,490.0,0.1544778027022598,50,30,37.0,50
50,seeded_random_10,20261061,10,5.0,15.0,0.3,11.754666666666667,11.491333333333332,-0.26333333333333353,438.5,0.08347458191843603,50,30,37.0,50
50,seeded_random_10,20261062,10,5.0,15.0,0.3,11.974666666666668,11.643333333333333,-0.3313333333333334,443.0,0.06043502351584361,50,30,37.0,50
50,seeded_random_10,20261063,10,5.0,15.0,0.3,11.736666666666665,11.595,-0.1416666666666667,552.5,0.41189571959978377,50,30,37.0,50
50,seeded_random_10,20261064,10,5.0,15.0,0.3,11.731666666666667,11.479,-0.2526666666666666,452.5,0.07411406441543318,50,30,37.0,50
50,seeded_random_10,20261065,10,5.0,15.0,0.3,11.745333333333333,11.541333333333334,-0.20399999999999996,475.5,0.11785508845873556,50,30,37.0,50
50,seeded_random_10,20261066,10,5.0,15.0,0.3,11.750666666666666,11.600999999999997,-0.14966666666666675,529.0,0.2948987008024301,50,30,37.0,50
50,seeded_random_10,20261067,10,5.0,15.0,0.3,11.61,11.719333333333333,0.10933333333333323,552.5,0.411912059153299,50,30,37.0,50
50,seeded_random_10,20261068,10,5.0,15.0,0.3,11.668,11.539333333333332,-0.12866666666666648,551.5,0.4064277098373823,50,30,37.0,50
50,seeded_random_10,20261069,10,5.0,15.0,0.3,11.851666666666665,11.475333333333335,-0.37633333333333313,394.0,0.029741896926794992,50,30,37.0,50
50,seeded_random_10,20261070,10,5.0,15.0,0.3,11.740333333333332,11.525333333333332,-0.2150000000000006,505.0,0.20087350760829525,50,30,37.0,50
50,seeded_random_10,20261071,10,5.0,15.0,0.3,11.676333333333332,11.701666666666664,0.025333333333333704,575.0,0.7091223326920053,50,30,37.0,50
50,seeded_random_10,20261072,10,5.0,15.0,0.3,11.861666666666668,11.435666666666666,-0.4260000000000001,346.5,0.004967705591738089,50,30,37.0,50
50,seeded_random_10,20261073,10,5.0,15.0,0.3,11.627333333333333,11.477333333333334,-0.15000000000000008,540.0,0.3465994899943503,50,30,37.0,50
50,seeded_random_10,20261074,10,5.0,15.0,0.3,11.664666666666665,11.469000000000001,-0.19566666666666652,493.0,0.16303656768267405,50,30,37.0,50
50,seeded_random_10,20261075,10,5.0,15.0,0.3,11.675999999999998,11.360333333333333,-0.31566666666666693,426.5,0.04166470876902852,50,30,37.0,50
50,seeded_random_10,20261076,10,5.0,15.0,0.3,11.759666666666668,11.503,-0.2566666666666668,402.5,0.03670571517176213,50,30,37.0,50
50,seeded_random_10,20261077,10,5.0,15.0,0.3,11.769,11.618333333333332,-0.15066666666666645,567.0,0.49614987460979565,50,30,37.0,50
50,seeded_random_10,20261078,10,5.0,15.0,0.3,11.719666666666667,11.670333333333334,-0.04933333333333316,590.5,0.8267732569081532,50,30,37.0,50
50,seeded_random_10,20261079,10,5.0,15.0,0.3,11.930333333333335,11.717666666666666,-0.21266666666666673,512.0,0.2257009077213724,50,30,37.0,50
50,seeded_random_10,20261080,10,5.0,15.0,0.3,11.813666666666666,11.567666666666666,-0.2460000000000002,445.5,0.06381309171565355,50,30,37.0,50
50,seeded_random_10,20261081,10,5.0,15.0,0.3,11.895666666666669,11.515666666666666,-0.38,458.0,0.0831341199957647,50,30,37.0,50
50,seeded_random_10,20261082,10,5.0,15.0,0.3,11.735,11.592666666666664,-0.14233333333333306,548.0,0.3875858764255563,50,30,37.0,50
50,seeded_random_10,20261083,10,5.0,15.0,0.3,11.758333333333335,11.54366666666667,-0.2146666666666665,485.5,0.142287938948927,50,30,37.0,50
50,seeded_random_10,20261084,10,5.0,15.0,0.3,11.698333333333334,11.555333333333333,-0.14300000000000032,552.0,0.4091617045712308,50,30,37.0,50
50,seeded_random_10,20261085,10,5.0,15.0,0.3,11.676000000000002,11.660666666666666,-0.01533333333333303,605.5,0.7573856439797945,50,30,37.0,50
50,seeded_random_10,20261086,10,5.0,15.0,0.3,11.796666666666665,11.741666666666667,-0.054999999999999716,538.5,0.3392254127173896,50,30,37.0,50
50,seeded_random_10,20261087,10,5.0,15.0,0.3,11.907,11.545000000000002,-0.36200000000000015,451.5,0.07256751370511359,50,30,37.0,50
50,seeded_random_10,20261088,10,5.0,15.0,0.3,11.806000000000001,11.474,-0.3320000000000002,446.0,0.06451051120486458,50,30,37.0,50
50,seeded_random_10,20261089,10,5.0,15.0,0.3,11.750333333333334,11.610000000000003,-0.1403333333333336,576.5,0.5559503974171358,50,30,37.0,50
50,seeded_random_10,20261090,10,5.0,15.0,0.3,11.724,11.519666666666668,-0.2043333333333335,513.5,0.23129584764901168,50,30,37.0,50
50,seeded_random_10,20261091,10,5.0,15.0,0.3,11.867,11.585,-0.28199999999999975,449.5,0.06954075671941351,50,30,37.0,50
50,seeded_random_10,20261092,10,5.0,15.0,0.3,11.746666666666668,11.545333333333334,-0.201333333333333,462.5,0.09114986314015945,50,30,37.0,50
50,seeded_random_10,20261093,10,5.0,15.0,0.3,11.824333333333334,11.666000000000002,-0.15833333333333321,547.0,0.38232152193677915,50,30,37.0,50
50,seeded_random_10,20261094,10,5.0,15.0,0.3,11.748999999999999,11.696666666666665,-0.05233333333333324,630.0,0.9422832398983074,50,30,37.0,50
50,seeded_random_10,20261095,10,5.0,15.0,0.3,11.719666666666667,11.39766666666667,-0.3219999999999999,444.0,0.0617686306584603,50,30,37.0,50
50,seeded_random_10,20261096,10,5.0,15.0,0.3,11.725,11.441666666666668,-0.28333333333333294,429.0,0.06793954515352335,50,30,37.0,50
50,seeded_random_10,20261097,10,5.0,15.0,0.3,11.703000000000001,11.482333333333337,-0.22066666666666676,493.0,0.16303656768267405,50,30,37.0,50
50,seeded_random_10,20261098,10,5.0,15.0,0.3,11.802999999999999,11.572666666666665,-0.23033333333333292,495.0,0.16894047408646895,50,30,37.0,50
50,seeded_random_10,20261099,10,5.0,15.0,0.3,11.886000000000001,11.645666666666665,-0.2403333333333331,419.0,0.03492057150523662,50,30,37.0,50
50,seeded_random_10,20261100,10,5.0,15.0,0.3,11.822666666666667,11.554666666666668,-0.26799999999999985,469.0,0.10382083023472918,50,30,37.0,50
50,seeded_random_10,20261101,10,5.0,15.0,0.3,11.663999999999998,11.592,-0.07199999999999995,578.0,0.5657106047228262,50,30,37.0,50
50,seeded_random_10,20261102,10,5.0,15.0,0.3,11.842666666666664,11.364999999999998,-0.4776666666666667,344.5,0.004676290688406024,50,30,37.0,50
50,seeded_random_10,20261103,10,5.0,15.0,0.3,11.948000000000002,11.748666666666669,-0.19933333333333356,519.5,0.3549057980231126,50,30,37.0,50
50,seeded_random_10,20261104,10,5.0,15.0,0.3,11.68266666666667,11.509666666666668,-0.17300000000000004,513.0,0.22941731146826239,50,30,37.0,50
50,seeded_random_10,20261105,10,5.0,15.0,0.3,11.850666666666665,11.588,-0.26266666666666655,454.5,0.17091871147917237,50,30,37.0,50
50,seeded_random_10,20261106,10,5.0,15.0,0.3,11.786333333333335,11.534,-0.25233333333333335,481.0,0.13085070268220747,50,30,37.0,50
50,seeded_random_10,20261107,10,5.0,15.0,0.3,11.772666666666664,11.438333333333334,-0.3343333333333332,425.0,0.040229813452049755,50,30,37.0,50
50,seeded_random_10,20261108,10,5.0,15.0,0.3,11.802999999999999,11.378666666666668,-0.4243333333333332,388.5,0.016228470978593017,50,30,37.0,50
50,seeded_random_10,20261109,10,5.0,15.0,0.3,11.720666666666666,11.552,-0.16866666666666688,500.5,0.18599685643339858,50,30,37.0,50
50,seeded_random_10,20261110,10,5.0,15.0,0.3,11.728000000000002,11.606,-0.12200000000000014,518.5,0.2506576205563763,50,30,37.0,50
50,seeded_random_10,20261111,10,5.0,15.0,0.3,11.704666666666665,11.436333333333334,-0.26833333333333315,446.0,0.064886242135481,50,30,37.0,50
50,seeded_random_10,20261112,10,5.0,15.0,0.3,11.66333333333333,11.526333333333334,-0.13700000000000032,490.0,0.15448020378273744,50,30,37.0,50
50,seeded_random_10,20261113,10,5.0,15.0,0.3,11.951666666666668,11.484333333333334,-0.4673333333333336,302.0,0.002009620077334061,50,30,37.0,50
50,seeded_random_10,20261114,10,5.0,15.0,0.3,11.674333333333331,11.619333333333334,-0.05499999999999968,599.5,0.7137387078491462,50,30,37.0,50
50,seeded_random_10,20261115,10,5.0,15.0,0.3,11.832,11.416666666666664,-0.41533333333333383,405.0,0.02480413231162969,50,30,37.0,50
50,seeded_random_10,20261116,10,5.0,15.0,0.3,11.714666666666664,11.563666666666668,-0.15099999999999997,564.5,0.48099081084824147,50,30,37.0,50
50,seeded_random_10,20261117,10,5.0,15.0,0.3,11.702,11.619000000000002,-0.0829999999999998,587.5,0.6293323793125944,50,30,37.0,50
50,seeded_random_10,20261118,10,5.0,15.0,0.3,11.913333333333332,11.492666666666668,-0.42066666666666674,433.0,0.04836957911681476,50,30,37.0,50
50,seeded_random_10,20261119,10,5.0,15.0,0.3,11.745333333333335,11.607666666666667,-0.13766666666666696,561.0,0.4602175181405036,50,30,37.0,50
50,seeded_random_10,20261120,10,5.0,15.0,0.3,11.753333333333336,11.586000000000002,-0.16733333333333353,550.0,0.3982914040578165,50,30,37.0,50
50,seeded_random_10,20261121,10,5.0,15.0,0.3,11.809,11.5,-0.3090000000000001,462.0,0.09023483133668324,50,30,37.0,50
50,seeded_random_10,20261122,10,5.0,15.0,0.3,11.838666666666668,11.512,-0.3266666666666669,465.5,0.0968373730524752,50,30,37.0,50
50,seeded_random_10,20261123,10,5.0,15.0,0.3,11.791666666666668,11.649000000000001,-0.1426666666666664,545.0,0.3718872271906566,50,30,37.0,50
50,seeded_random_10,20261124,10,5.0,15.0,0.3,11.782333333333334,11.561000000000002,-0.2213333333333333,479.5,0.1858250369912401,50,30,37.0,50
50,seeded_random_10,20261125,10,5.0,15.0,0.3,11.939,11.615,-0.3239999999999998,423.0,0.038382269540314956,50,30,37.0,50
50,seeded_random_10,20261126,10,5.0,15.0,0.3,11.664000000000001,11.744333333333334,0.0803333333333326,569.5,0.5115446504130166,50,30,37.0,50
50,seeded_random_10,20261127,10,5.0,15.0,0.3,11.725666666666665,11.574333333333334,-0.15133333333333304,563.5,0.475005054462627,50,30,37.0,50
50,seeded_random_10,20261128,10,5.0,15.0,0.3,11.771999999999998,11.453,-0.3190000000000002,418.5,0.03450525150309972,50,30,37.0,50
50,seeded_random_10,20261129,10,5.0,15.0,0.3,11.933000000000002,11.669333333333334,-0.26366666666666666,538.5,0.3392197865507257,50,30,37.0,50
50,seeded_random_10,20261130,10,5.0,15.0,0.3,11.701333333333332,11.418666666666669,-0.2826666666666667,458.5,0.08399051862722676,50,30,37.0,50
50,seeded_random_10,20261131,10,5.0,15.0,0.3,11.721333333333334,11.413333333333334,-0.30800000000000016,419.5,0.03533267037351423,50,30,37.0,50
50,seeded_random_10,20261132,10,5.0,15.0,0.3,11.728,11.583333333333332,-0.14466666666666658,542.0,0.35657573601190273,50,30,37.0,50
50,seeded_random_10,20261133,10,5.0,15.0,0.3,11.912999999999997,11.595666666666666,-0.31733333333333336,428.5,0.043633562555187626,50,30,37.0,50
50,seeded_random_10,20261134,10,5.0,15.0,0.3,11.794,11.513333333333332,-0.2806666666666665,477.0,0.12128863937605361,50,30,37.0,50
50,seeded_random_10,20261135,10,5.0,15.0,0.3,11.773333333333333,11.64766666666667,-0.12566666666666695,575.0,0.7091171813284856,50,30,37.0,50
50,seeded_random_10,20261136,10,5.0,15.0,0.3,11.803333333333335,11.402333333333333,-0.4009999999999995,378.5,0.012411329510422195,50,30,37.0,50
50,seeded_random_10,20261137,10,5.0,15.0,0.3,11.812333333333333,11.472333333333335,-0.3399999999999998,427.0,0.04214732897590816,50,30,37.0,50
50,seeded_random_10,20261138,10,5.0,15.0,0.3,11.541333333333332,11.472333333333333,-0.06899999999999988,625.5,0.907777194688643,50,30,37.0,50
50,seeded_random_10,20261139,10,5.0,15.0,0.3,11.669666666666664,11.463666666666665,-0.20600000000000043,489.5,0.15308993558623055,50,30,37.0,50
50,seeded_random_10,20261140,10,5.0,15.0,0.3,11.810666666666668,11.464999999999998,-0.3456666666666669,359.5,0.01184450692477391,50,30,37.0,50
50,seeded_random_10,20261141,10,5.0,15.0,0.3,11.661,11.679666666666668,0.018666666666666814,611.5,0.8018243863454573,50,30,37.0,50
50,seeded_random_10,20261142,10,5.0,15.0,0.3,11.918,11.633333333333335,-0.2846666666666664,450.5,0.07104751671113468,50,30,37.0,50
50,seeded_random_10,20261143,10,5.0,15.0,0.3,11.824666666666667,11.443666666666665,-0.38100000000000006,345.5,0.0048197617372842125,50,30,37.0,50
50,seeded_random_10,20261144,10,5.0,15.0,0.3,11.799333333333333,11.368,-0.4313333333333332,341.5,0.00427099725256621,50,30,37.0,50
50,seeded_random_10,20261145,10,5.0,15.0,0.3,11.814,11.54,-0.27400000000000013,448.0,0.10176631425364795,50,30,37.0,50
50,seeded_random_10,20261146,10,5.0,15.0,0.3,11.937000000000001,11.67066666666667,-0.2663333333333336,455.5,0.0789319262063324,50,30,37.0,50
50,seeded_random_10,20261147,10,5.0,15.0,0.3,11.801666666666668,11.596000000000002,-0.20566666666666664,518.0,0.24866403612177335,50,30,37.0,50
50,seeded_random_10,20261148,10,5.0,15.0,0.3,11.673333333333336,11.652000000000001,-0.02133333333333347,603.0,0.7390952632731187,50,30,37.0,50
50,seeded_random_10,20261149,10,5.0,15.0,0.3,11.766333333333334,11.68133333333333,-0.08499999999999996,551.5,0.4064304432131499,50,30,37.0,50
50,seeded_random_10,20261150,10,5.0,15.0,0.3,11.640666666666668,11.625000000000002,-0.015666666666666666,633.5,0.9691981288484129,50,30,37.0,50
50,seeded_random_10,20261151,10,5.0,15.0,0.3,11.776333333333332,11.524333333333335,-0.25200000000000006,425.5,0.04070300025746473,50,30,37.0,50
50,seeded_random_10,20261152,10,5.0,15.0,0.3,11.688333333333333,11.573666666666663,-0.11466666666666651,575.0,0.5462845601054014,50,30,37.0,50
50,seeded_random_10,20261153,10,5.0,15.0,0.3,11.798000000000002,11.477,-0.3209999999999997,412.0,0.02949347628818377,50,30,37.0,50
50,seeded_random_10,20261154,10,5.0,15.0,0.3,11.760666666666665,11.65,-0.11066666666666698,533.5,0.3153986057692225,50,30,37.0,50
50,seeded_random_10,20261155,10,5.0,15.0,0.3,11.737333333333334,11.29366666666667,-0.44366666666666654,387.0,0.01559557659854105,50,30,37.0,50
50,seeded_random_10,20261156,10,5.0,15.0,0.3,11.75,11.67233333333333,-0.07766666666666651,574.0,0.5398756474145358,50,30,37.0,50
50,seeded_random_10,20261157,10,5.0,15.0,0.3,11.718,11.531333333333334,-0.1866666666666665,524.5,0.275343490253084,50,30,37.0,50
50,seeded_random_10,20261158,10,5.0,15.0,0.3,11.835666666666667,11.598666666666668,-0.23699999999999988,512.0,0.31745121375464935,50,30,37.0,50
50,seeded_random_10,20261159,10,5.0,15.0,0.3,11.626333333333335,11.629999999999997,0.003666666666666778,616.0,0.8355810371319079,50,30,37.0,50
50,seeded_random_10,20261160,10,5.0,15.0,0.3,11.824999999999998,11.632666666666667,-0.1923333333333331,520.5,0.2587038690335992,50,30,37.0,50
50,seeded_random_10,20261161,10,5.0,15.0,0.3,11.857000000000001,11.587999999999997,-0.2690000000000002,469.5,0.10484255057889576,50,30,37.0,50
50,seeded_random_10,20261162,10,5.0,15.0,0.3,11.782666666666666,11.654000000000002,-0.1286666666666666,571.5,0.5240466148546444,50,30,37.0,50
50,seeded_random_10,20261163,10,5.0,15.0,0.3,11.815666666666663,11.622666666666667,-0.19299999999999995,498.5,0.2567921933351208,50,30,37.0,50
50,seeded_random_10,20261164,10,5.0,15.0,0.3,11.609000000000002,11.469,-0.13999999999999976,522.5,0.2669247828850324,50,30,37.0,50
50,seeded_random_10,20261165,10,5.0,15.0,0.3,11.65933333333333,11.485333333333331,-0.17399999999999977,572.0,0.527185528199156,50,30,37.0,50
50,seeded_random_10,20261166,10,5.0,15.0,0.3,11.670333333333334,11.675333333333334,0.004999999999999858,636.0,0.9884467642723644,50,30,37.0,50
50,seeded_random_10,20261167,10,5.0,15.0,0.3,11.817000000000002,11.72466666666667,-0.09233333333333334,586.5,0.6224849802540178,50,30,37.0,50
50,seeded_random_10,20261168,10,5.0,15.0,0.3,11.63733333333333,11.605,-0.032333333333333346,623.5,0.8924952743084582,50,30,37.0,50
50,seeded_random_10,20261169,10,5.0,15.0,0.3,11.822333333333333,11.691666666666665,-0.13066666666666646,503.0,0.27603816936712944,50,30,37.0,50
50,seeded_random_10,20261170,10,5.0,15.0,0.3,11.869000000000002,11.493000000000002,-0.3760000000000002,403.5,0.023888371916509707,50,30,37.0,50
50,seeded_random_10,20261171,10,5.0,15.0,0.3,11.795000000000002,11.625000000000002,-0.1699999999999997,522.0,0.36799481492015873,50,30,37.0,50
50,seeded_random_10,20261172,10,5.0,15.0,0.3,11.921666666666665,11.538333333333332,-0.3833333333333334,442.5,0.05977573482299506,50,30,37.0,50
50,seeded_random_10,20261173,10,5.0,15.0,0.3,11.684333333333335,11.583666666666666,-0.10066666666666642,578.5,0.5689806470157698,50,30,37.0,50
50,seeded_random_10,20261174,10,5.0,15.0,0.3,11.874666666666666,11.580000000000002,-0.29466666666666685,471.5,0.109051217160988,50,30,37.0,50
50,seeded_random_10,20261175,10,5.0,15.0,0.3,11.794000000000004,11.518333333333333,-0.2756666666666667,460.5,0.08751391421362764,50,30,37.0,50
50,seeded_random_10,20261176,10,5.0,15.0,0.3,11.782,11.548000000000002,-0.2340000000000002,499.5,0.18280244862646966,50,30,37.0,50
50,seeded_random_10,20261177,10,5.0,15.0,0.3,11.818333333333333,11.493333333333332,-0.325,430.5,0.04569061180881621,50,30,37.0,50
50,seeded_random_10,20261178,10,5.0,15.0,0.3,11.748666666666665,11.625666666666667,-0.12299999999999979,589.0,0.6396491022026958,50,30,37.0,50
50,seeded_random_10,20261179,10,5.0,15.0,0.3,11.729333333333335,11.55766666666667,-0.1716666666666667,477.5,0.2570555305597797,50,30,37.0,50
50,seeded_random_10,20261180,10,5.0,15.0,0.3,11.805333333333333,11.608333333333333,-0.1970000000000001,476.0,0.11898886657415446,50,30,37.0,50
50,seeded_random_10,20261181,10,5.0,15.0,0.3,11.78,11.56733333333333,-0.21266666666666684,537.0,0.33196103503730534,50,30,37.0,50
50,seeded_random_10,20261182,10,5.0,15.0,0.3,11.806666666666667,11.595333333333336,-0.21133333333333315,498.0,0.17808349830504466,50,30,37.0,50
