outcome,outcome_unit,estimate,force_level_mvc,simulation_id,normal_value,dpn_value,dpn_minus_normal
firing_rate,pps,simulation_truth_all_active_motor_units,10,39,9.996478873239436,11.488000000000001,1.4915211267605653
firing_rate,pps,simulation_truth_all_active_motor_units,10,40,10.19718309859155,11.191056910569106,0.9938738119775561
firing_rate,pps,simulation_truth_all_active_motor_units,10,41,9.395539906103286,11.18279569892473,1.787255792821444
firing_rate,pps,simulation_truth_all_active_motor_units,10,42,10.371046228710464,11.544354838709676,1.1733086099992125
firing_rate,pps,simulation_truth_all_active_motor_units,10,43,10.151960784313726,12.459722222222222,2.3077614379084963
firing_rate,pps,simulation_truth_all_active_motor_units,10,44,10.42822384428224,11.923387096774196,1.495163252491956
firing_rate,pps,simulation_truth_all_active_motor_units,10,45,9.7018779342723,11.121333333333332,1.4194553990610324
firing_rate,pps,simulation_truth_all_active_motor_units,10,46,9.906172839506175,11.102981029810298,1.1968081903041234
firing_rate,pps,simulation_truth_all_active_motor_units,10,47,10.721804511278195,12.230225988700566,1.5084214774223703
firing_rate,pps,simulation_truth_all_active_motor_units,10,48,10.448148148148148,11.352150537634412,0.9040023894862639
firing_rate,pps,simulation_truth_all_active_motor_units,10,49,10.107407407407408,10.927248677248679,0.8198412698412714
firing_rate,pps,simulation_truth_all_active_motor_units,20,0,13.472549019607841,14.577991452991451,1.10544243338361
firing_rate,pps,simulation_truth_all_active_motor_units,20,1,13.149523809523808,13.764403292181068,0.6148794826572601
firing_rate,pps,simulation_truth_all_active_motor_units,20,2,13.17809523809524,14.68343815513627,1.5053429170410304
firing_rate,pps,simulation_truth_all_active_motor_units,20,3,12.486817325800379,13.775757575757575,1.2889402499571965
firing_rate,pps,simulation_truth_all_active_motor_units,20,4,13.12280701754386,14.252083333333335,1.1292763157894754
firing_rate,pps,simulation_truth_all_active_motor_units,20,5,12.586142322097379,13.929718875502006,1.3435765534046276
firing_rate,pps,simulation_truth_all_active_motor_units,20,6,12.565510597302502,13.743827160493828,1.1783165631913253
firing_rate,pps,simulation_truth_all_active_motor_units,20,7,12.836142322097377,13.746376811594201,0.9102344894968244
firing_rate,pps,simulation_truth_all_active_motor_units,20,8,12.90875232774674,14.498983739837396,1.590231412090656
firing_rate,pps,simulation_truth_all_active_motor_units,20,9,13.044834307992204,14.150306748466258,1.1054724404740544
firing_rate,pps,simulation_truth_all_active_motor_units,20,10,12.971428571428572,13.602249488752559,0.6308209173239874
firing_rate,pps,simulation_truth_all_active_motor_units,20,11,13.171539961013647,13.44238683127572,0.27084687026207277
firing_rate,pps,simulation_truth_all_active_motor_units,20,12,13.142300194931773,14.467505241090144,1.3252050461583718
firing_rate,pps,simulation_truth_all_active_motor_units,20,13,12.679775280898877,13.386904761904763,0.7071294810058859
firing_rate,pps,simulation_truth_all_active_motor_units,20,14,12.917137476459509,13.633732534930138,0.7165950584706291
firing_rate,pps,simulation_truth_all_active_motor_units,20,15,13.181034482758621,14.252587991718428,1.0715535089598074
firing_rate,pps,simulation_truth_all_active_motor_units,20,16,13.03972868217054,14.1875,1.1477713178294593
firing_rate,pps,simulation_truth_all_active_motor_units,20,17,12.681992337164752,13.390593047034764,0.7086007098700122
firing_rate,pps,simulation_truth_all_active_motor_units,20,18,13.339181286549708,13.969979296066251,0.6307980095165426
firing_rate,pps,simulation_truth_all_active_motor_units,20,19,13.003831417624523,13.995910020449896,0.992078602825373
firing_rate,pps,simulation_truth_all_active_motor_units,20,20,12.85580524344569,13.316764132553608,0.4609588891079177
